5 Minutes,Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
2016-03-01 06:40:00,405,66.6,4,100
2016-03-01 06:45:00,419,66.5,4,100
2016-03-01 06:50:00,420,65.8,4,100
2016-03-01 06:55:00,399,64.6,4,100
2016-03-01 07:00:00,465,61.5,4,100
2016-03-01 07:05:00,480,59.0,4,100
2016-03-01 07:10:00,506,56.0,4,100
2016-03-01 07:15:00,510,47.6,4,100
2016-03-01 07:20:00,527,41.6,4,100
2016-03-01 07:25:00,493,38.7,4,100
2016-03-01 07:30:00,460,35.8,4,100
2016-03-01 07:35:00,499,33.3,4,100
2016-03-01 07:40:00,509,32.9,4,100
2016-03-01 07:45:00,483,34.8,4,100
2016-03-01 07:50:00,469,35.0,4,100
2016-03-01 07:55:00,491,34.4,4,100
2016-03-01 08:00:00,481,33.4,4,100
2016-03-01 08:05:00,467,30.7,4,100
2016-03-01 08:10:00,485,32.3,4,100
2016-03-01 08:15:00,484,32.5,4,100
2016-03-01 08:20:00,494,31.2,4,100
2016-03-01 08:25:00,435,27.5,4,100
2016-03-01 08:30:00,476,27.3,4,100
2016-03-01 08:35:00,446,26.4,4,100
2016-03-01 08:40:00,443,27.9,4,100
2016-03-01 08:45:00,480,28.8,4,100
2016-03-01 08:50:00,479,31.3,4,100
2016-03-01 08:55:00,477,30.0,4,100
2016-03-01 09:00:00,491,34.1,4,100
2016-03-01 09:05:00,497,35.1,4,100
2016-03-01 09:10:00,433,32.3,4,100
2016-03-01 09:15:00,456,32.7,4,100
2016-03-01 09:20:00,465,37.1,4,100
2016-03-01 09:25:00,457,41.2,4,100
2016-03-01 09:30:00,412,42.9,4,100
2016-03-01 09:35:00,445,44.4,4,100
2016-03-01 09:40:00,460,45.6,4,100
2016-03-01 09:45:00,428,52.8,4,100
2016-03-01 09:50:00,424,56.6,4,100
2016-03-01 09:55:00,452,57.5,4,100
2016-03-01 10:00:00,406,61.1,4,100
2016-03-01 10:05:00,382,62.8,4,100
2016-03-01 10:10:00,341,64.9,4,100
2016-03-01 10:15:00,358,65.7,4,100
2016-03-01 10:20:00,343,66.0,4,100
2016-03-01 10:25:00,317,66.8,4,100
2016-03-01 10:30:00,301,66.2,4,100
2016-03-01 10:35:00,237,67.2,4,100
2016-03-01 10:40:00,222,67.6,4,100
2016-03-01 10:45:00,248,67.9,4,100
2016-03-01 10:50:00,255,68.4,4,100
2016-03-01 10:55:00,240,68.0,4,100
2016-03-01 11:00:00,188,69.9,4,100
2016-03-01 11:05:00,189,69.7,4,100
2016-03-01 11:10:00,194,68.6,4,100
2016-03-01 11:15:00,228,69.6,4,100
2016-03-01 11:20:00,194,69.5,4,100
2016-03-01 11:25:00,216,69.3,4,100
2016-03-01 11:30:00,225,70.3,4,100
2016-03-01 11:35:00,183,70.2,4,100
2016-03-01 11:40:00,177,70.2,4,100
2016-03-01 11:45:00,242,70.3,4,100
2016-03-01 11:50:00,242,70.2,4,100
2016-03-01 11:55:00,166,70.3,4,100
2016-03-01 12:00:00,195,69.7,4,100
2016-03-01 12:05:00,197,70.5,4,100
2016-03-01 12:10:00,208,69.9,4,100
2016-03-01 12:15:00,194,69.1,4,100
2016-03-01 12:20:00,199,68.6,4,100
2016-03-01 12:25:00,187,70.5,4,100
2016-03-01 12:30:00,194,70.7,4,100
2016-03-01 12:35:00,162,71.1,4,100
2016-03-01 12:40:00,169,70.4,4,100
2016-03-01 12:45:00,176,70.2,4,100
2016-03-01 12:50:00,179,69.5,4,100
2016-03-01 12:55:00,148,68.2,4,100
2016-03-01 13:00:00,163,69.6,4,100
2016-03-01 13:05:00,165,70.0,4,100
2016-03-01 13:10:00,152,69.7,4,100
2016-03-01 13:15:00,184,69.4,4,100
2016-03-01 13:20:00,177,70.8,4,100
2016-03-01 13:25:00,193,70.0,4,100
2016-03-01 13:30:00,201,70.2,4,100
2016-03-01 13:35:00,185,69.3,4,100
2016-03-01 13:40:00,173,69.5,4,100
2016-03-01 13:45:00,182,70.5,4,100
2016-03-01 13:50:00,213,70.3,4,100
2016-03-01 13:55:00,188,69.8,4,100
2016-03-01 14:00:00,182,70.3,4,100
2016-03-01 14:05:00,183,69.7,4,100
2016-03-01 14:10:00,205,69.9,4,100
2016-03-01 14:15:00,177,70.1,4,100
2016-03-01 14:20:00,160,69.5,4,100
2016-03-01 14:25:00,207,71.1,4,100
2016-03-01 14:30:00,193,70.9,4,100
2016-03-01 14:35:00,224,69.6,4,100
2016-03-01 14:40:00,196,69.4,4,100
2016-03-01 14:45:00,230,69.7,4,100
2016-03-01 14:50:00,216,69.4,4,100
2016-03-01 14:55:00,227,69.2,4,100
2016-03-01 15:00:00,206,69.0,4,100
2016-03-01 15:05:00,211,67.6,4,100
2016-03-01 15:10:00,239,67.5,4,100
2016-03-01 15:15:00,230,67.6,4,100
2016-03-01 15:20:00,236,66.2,4,100
2016-03-01 15:25:00,210,67.0,4,100
2016-03-01 15:30:00,238,66.2,4,100
2016-03-01 15:35:00,286,67.2,4,100
2016-03-01 15:40:00,263,67.3,4,100
2016-03-01 15:45:00,290,67.6,4,100
2016-03-01 15:50:00,265,68.6,4,100
2016-03-01 15:55:00,235,67.5,4,100
2016-03-01 16:00:00,251,67.3,4,100
2016-03-01 16:05:00,272,66.8,4,100
2016-03-01 16:10:00,272,67.0,4,100
2016-03-01 16:15:00,326,67.1,4,100
2016-03-01 16:20:00,271,67.8,4,100
2016-03-01 16:25:00,260,68.9,4,100
2016-03-01 16:30:00,271,68.2,4,100
2016-03-01 16:35:00,297,68.4,4,0
2016-03-01 16:40:00,300,68.5,4,0
2016-03-01 16:45:00,285,65.4,4,100
2016-03-01 16:50:00,302,69.0,4,0
2016-03-01 16:55:00,293,69.3,4,0
2016-03-01 17:00:00,313,69.1,4,0
2016-03-01 17:05:00,303,66.7,4,100
2016-03-01 17:10:00,323,66.8,4,100
2016-03-01 17:15:00,332,66.1,4,100
2016-03-01 17:20:00,301,65.6,4,100
2016-03-01 17:25:00,303,65.1,4,100
2016-03-01 17:30:00,284,65.4,4,100
2016-03-01 17:35:00,267,66.2,4,100
2016-03-01 17:40:00,285,66.5,4,100
2016-03-01 17:45:00,292,66.0,4,100
2016-03-01 17:50:00,249,66.7,4,100
2016-03-01 17:55:00,296,66.5,4,100
2016-03-01 18:00:00,298,66.2,4,100
2016-03-01 18:05:00,231,66.6,4,100
2016-03-01 18:10:00,281,66.9,4,100
2016-03-01 18:15:00,267,66.7,4,100
2016-03-01 18:20:00,227,65.3,4,100
2016-03-01 18:25:00,256,65.7,4,100
2016-03-01 18:30:00,278,65.7,4,100
2016-03-01 18:35:00,248,66.2,4,100
2016-03-01 18:40:00,222,67.2,4,100
2016-03-01 18:45:00,218,66.5,4,100
2016-03-01 18:50:00,208,66.8,4,100
2016-03-01 18:55:00,226,66.4,4,100
2016-03-01 19:00:00,208,66.9,4,100
2016-03-01 19:05:00,206,68.9,4,100
2016-03-01 19:10:00,194,70.1,4,100
2016-03-01 19:15:00,181,70.2,4,100
2016-03-01 19:20:00,167,70.8,4,100
2016-03-01 19:25:00,190,71.2,4,100
2016-03-01 19:30:00,168,69.7,4,100
2016-03-01 19:35:00,138,69.8,4,100
2016-03-01 19:40:00,133,70.0,4,100
2016-03-01 19:45:00,112,70.8,4,100
2016-03-01 19:50:00,140,70.4,4,100
2016-03-01 19:55:00,128,69.5,4,100
2016-03-01 20:00:00,95,69.8,4,100
2016-03-01 20:05:00,82,69.8,4,100
2016-03-01 20:10:00,108,69.3,4,100
2016-03-01 20:15:00,96,68.6,4,100
2016-03-01 20:20:00,104,68.1,4,100
2016-03-01 20:25:00,106,68.7,4,100
2016-03-01 20:30:00,77,69.3,4,100
2016-03-01 20:35:00,103,72.3,4,100
2016-03-01 20:40:00,92,70.3,4,100
2016-03-01 20:45:00,81,69.4,4,100
2016-03-01 20:50:00,98,69.0,4,100
2016-03-01 20:55:00,100,69.1,4,100
2016-03-01 21:00:00,79,69.3,4,100
2016-03-01 21:05:00,79,69.0,4,100
2016-03-01 21:10:00,76,69.2,4,100
2016-03-01 21:15:00,101,70.0,4,100
2016-03-01 21:20:00,95,69.0,4,100
2016-03-01 21:25:00,60,70.0,4,100
2016-03-01 21:30:00,80,69.6,4,100
2016-03-01 21:35:00,73,69.3,4,100
2016-03-01 21:40:00,63,69.2,4,100
2016-03-01 21:45:00,73,68.7,4,100
2016-03-01 21:50:00,66,69.2,4,100
2016-03-01 21:55:00,50,69.7,4,100
2016-03-01 22:00:00,73,68.8,4,100
2016-03-01 22:05:00,79,69.3,4,100
2016-03-01 22:10:00,55,69.1,4,100
2016-03-01 22:15:00,58,69.4,4,100
2016-03-01 22:20:00,69,72.2,4,100
2016-03-01 22:25:00,51,69.8,4,100
2016-03-01 22:30:00,46,70.1,4,100
2016-03-01 22:35:00,39,71.4,4,100
2016-03-01 22:40:00,44,69.8,4,100
2016-03-01 22:45:00,36,69.6,4,100
2016-03-01 22:50:00,32,69.6,4,100
2016-03-01 22:55:00,20,71.5,4,100
2016-03-01 23:00:00,31,68.9,4,100
2016-03-01 23:05:00,38,70.4,4,100
2016-03-01 23:10:00,28,69.1,4,100
2016-03-01 23:15:00,21,70.1,4,100
2016-03-01 23:20:00,25,68.9,4,100
2016-03-01 23:25:00,25,70.1,4,100
2016-03-01 23:30:00,24,67.1,4,100
2016-03-01 23:35:00,27,67.4,4,100
2016-03-01 23:40:00,26,71.2,4,100
2016-03-01 23:45:00,21,68.9,4,100
2016-03-01 23:50:00,23,69.1,4,100
2016-03-01 23:55:00,15,69.2,4,100
2016-03-02 00:00:00,10,70.3,4,100
2016-03-02 00:05:00,12,68.1,4,100
2016-03-02 00:10:00,8,68.5,4,100
2016-03-02 00:15:00,10,70.8,4,100
2016-03-02 00:20:00,13,69.1,4,100
2016-03-02 00:25:00,13,69.1,4,100
2016-03-02 00:30:00,5,67.0,4,100
2016-03-02 00:35:00,7,70.5,4,100
2016-03-02 00:40:00,4,69.9,4,100
2016-03-02 00:45:00,15,70.5,4,100
2016-03-02 00:50:00,8,67.8,4,100
2016-03-02 00:55:00,4,69.0,4,100
2016-03-02 01:00:00,7,67.7,4,100
2016-03-02 01:05:00,9,67.6,4,100
2016-03-02 01:10:00,5,69.8,4,100
2016-03-02 01:15:00,12,68.8,4,100
2016-03-02 01:20:00,3,65.9,4,100
2016-03-02 01:25:00,1,74.5,4,100
2016-03-02 01:30:00,6,70.2,4,100
2016-03-02 01:35:00,1,67.4,4,100
2016-03-02 01:40:00,3,69.9,4,100
2016-03-02 01:45:00,2,66.7,4,100
2016-03-02 01:50:00,10,69.6,4,100
2016-03-02 01:55:00,1,74.5,4,100
2016-03-02 02:00:00,4,71.0,4,100
2016-03-02 02:05:00,2,62.9,4,100
2016-03-02 02:10:00,11,69.0,4,100
2016-03-02 02:15:00,10,75.1,4,100
2016-03-02 02:20:00,21,73.9,4,100
2016-03-02 02:25:00,6,69.1,4,100
2016-03-02 02:30:00,33,73.3,4,100
2016-03-02 02:35:00,11,73.5,4,100
2016-03-02 02:40:00,4,75.0,4,100
2016-03-02 02:45:00,13,74.4,4,100
2016-03-02 02:50:00,8,72.3,4,100
2016-03-02 02:55:00,2,69.0,4,100
2016-03-02 03:00:00,7,68.2,4,100
2016-03-02 03:05:00,4,69.9,4,100
2016-03-02 03:10:00,4,67.1,4,100
2016-03-02 03:15:00,5,70.7,4,100
2016-03-02 03:20:00,8,70.3,4,100
2016-03-02 03:25:00,9,69.1,4,100
2016-03-02 03:30:00,3,72.1,4,100
2016-03-02 03:35:00,5,69.3,4,100
2016-03-02 03:40:00,14,71.0,4,100
2016-03-02 03:45:00,10,72.7,4,100
2016-03-02 03:50:00,14,68.8,4,100
2016-03-02 03:55:00,9,68.5,4,100
2016-03-02 04:00:00,24,73.0,4,100
2016-03-02 04:05:00,14,68.8,4,100
2016-03-02 04:10:00,17,70.8,4,100
2016-03-02 04:15:00,11,69.1,4,100
2016-03-02 04:20:00,13,68.9,4,100
2016-03-02 04:25:00,21,70.1,4,100
2016-03-02 04:30:00,10,69.9,4,100
2016-03-02 04:35:00,26,69.9,4,100
2016-03-02 04:40:00,38,69.2,4,100
2016-03-02 04:45:00,44,70.0,4,100
2016-03-02 04:50:00,34,69.1,4,100
2016-03-02 04:55:00,49,69.7,4,100
2016-03-02 05:00:00,33,69.4,4,100
2016-03-02 05:05:00,49,69.9,4,100
2016-03-02 05:10:00,51,69.4,4,100
2016-03-02 05:15:00,75,69.3,4,100
2016-03-02 05:20:00,91,69.4,4,100
2016-03-02 05:25:00,100,69.3,4,100
2016-03-02 05:30:00,128,68.9,4,100
2016-03-02 05:35:00,148,69.0,4,100
2016-03-02 05:40:00,169,68.5,4,100
2016-03-02 05:45:00,182,69.2,4,100
2016-03-02 05:50:00,171,69.3,4,100
2016-03-02 05:55:00,186,68.7,4,100
2016-03-02 06:00:00,199,67.3,4,100
2016-03-02 06:05:00,214,67.4,4,100
2016-03-02 06:10:00,254,67.5,4,100
2016-03-02 06:15:00,254,66.5,4,100
2016-03-02 06:20:00,271,66.8,4,100
2016-03-02 06:25:00,292,66.2,4,100
2016-03-02 06:30:00,278,66.4,4,100
2016-03-02 06:35:00,336,67.5,4,100
2016-03-02 06:40:00,341,66.5,4,100
2016-03-02 06:45:00,421,66.6,4,100
2016-03-02 06:50:00,404,64.7,4,100
2016-03-02 06:55:00,430,63.5,4,100
2016-03-02 07:00:00,434,61.9,4,100
2016-03-02 07:05:00,460,60.3,4,100
2016-03-02 07:10:00,512,55.9,4,100
2016-03-02 07:15:00,482,49.9,4,100
2016-03-02 07:20:00,509,42.0,4,100
2016-03-02 07:25:00,503,39.3,4,100
2016-03-02 07:30:00,463,34.2,4,100
2016-03-02 07:35:00,491,32.5,4,100
2016-03-02 07:40:00,521,34.8,4,100
2016-03-02 07:45:00,458,29.0,4,100
2016-03-02 07:50:00,401,24.8,4,100
2016-03-02 07:55:00,443,36.1,4,100
2016-03-02 08:00:00,485,34.5,4,100
2016-03-02 08:05:00,441,31.4,4,100
2016-03-02 08:10:00,464,27.7,4,100
2016-03-02 08:15:00,469,27.7,4,100
2016-03-02 08:20:00,460,28.3,4,100
2016-03-02 08:25:00,496,32.0,4,100
2016-03-02 08:30:00,491,31.8,4,100
2016-03-02 08:35:00,462,29.9,4,100
2016-03-02 08:40:00,380,30.9,4,100
2016-03-02 08:45:00,433,29.7,4,100
2016-03-02 08:50:00,488,28.6,4,100
2016-03-02 08:55:00,480,28.7,4,100
2016-03-02 09:00:00,489,28.9,4,100
2016-03-02 09:05:00,525,35.6,4,100
2016-03-02 09:10:00,471,40.1,4,100
2016-03-02 09:15:00,401,50.2,4,100
2016-03-02 09:20:00,425,56.6,4,100
2016-03-02 09:25:00,443,58.9,4,100
2016-03-02 09:30:00,437,60.2,4,100
2016-03-02 09:35:00,417,62.0,4,100
2016-03-02 09:40:00,448,63.3,4,100
2016-03-02 09:45:00,459,62.2,4,100
2016-03-02 09:50:00,305,62.7,4,100
2016-03-02 09:55:00,344,62.9,4,100
2016-03-02 10:00:00,369,63.0,4,100
2016-03-02 10:05:00,367,63.7,4,100
2016-03-02 10:10:00,389,63.3,4,100
2016-03-02 10:15:00,362,64.7,4,100
2016-03-02 10:20:00,315,66.2,4,100
2016-03-02 10:25:00,297,65.7,4,100
2016-03-02 10:30:00,305,65.3,4,100
2016-03-02 10:35:00,280,66.0,4,100
2016-03-02 10:40:00,268,67.0,4,100
2016-03-02 10:45:00,256,67.8,4,100
2016-03-02 10:50:00,247,67.9,4,100
2016-03-02 10:55:00,222,68.4,4,100
2016-03-02 11:00:00,206,69.1,4,100
2016-03-02 11:05:00,211,68.5,4,100
2016-03-02 11:10:00,203,69.4,4,100
2016-03-02 11:15:00,201,68.1,4,100
2016-03-02 11:20:00,211,69.9,4,100
2016-03-02 11:25:00,184,70.4,4,100
2016-03-02 11:30:00,184,70.5,4,100
2016-03-02 11:35:00,178,69.9,4,100
2016-03-02 11:40:00,149,70.6,4,100
2016-03-02 11:45:00,181,71.2,4,100
2016-03-02 11:50:00,170,70.1,4,100
2016-03-02 11:55:00,153,70.0,4,100
2016-03-02 12:00:00,173,70.3,4,100
2016-03-02 12:05:00,170,69.2,4,100
2016-03-02 12:10:00,168,69.8,4,100
2016-03-02 12:15:00,143,70.6,4,100
2016-03-02 12:20:00,162,71.0,4,100
2016-03-02 12:25:00,186,66.8,4,100
2016-03-02 12:30:00,190,67.1,4,100
2016-03-02 12:35:00,189,68.8,4,100
2016-03-02 12:40:00,136,70.5,4,100
2016-03-02 12:45:00,162,70.4,4,100
2016-03-02 12:50:00,164,70.2,4,100
2016-03-02 12:55:00,183,70.0,4,100
2016-03-02 13:00:00,145,69.3,4,100
2016-03-02 13:05:00,131,69.0,4,100
2016-03-02 13:10:00,174,69.7,4,100
2016-03-02 13:15:00,176,69.9,4,100
2016-03-02 13:20:00,176,70.1,4,100
2016-03-02 13:25:00,138,69.5,4,100
2016-03-02 13:30:00,159,70.1,4,100
2016-03-02 13:35:00,159,70.0,4,100
2016-03-02 13:40:00,182,69.7,4,100
2016-03-02 13:45:00,205,69.5,4,100
2016-03-02 13:50:00,137,69.7,4,100
2016-03-02 13:55:00,204,69.6,4,100
2016-03-02 14:00:00,203,69.1,4,100
2016-03-02 14:05:00,190,69.0,4,100
2016-03-02 14:10:00,205,69.0,4,100
2016-03-02 14:15:00,200,70.3,4,100
2016-03-02 14:20:00,199,70.0,4,100
2016-03-02 14:25:00,214,69.4,4,100
2016-03-02 14:30:00,226,69.0,4,100
2016-03-02 14:35:00,217,68.9,4,100
2016-03-02 14:40:00,194,69.4,4,100
2016-03-02 14:45:00,201,69.1,4,100
2016-03-02 14:50:00,195,69.6,4,100
2016-03-02 14:55:00,220,70.2,4,100
2016-03-02 15:00:00,174,69.0,4,100
2016-03-02 15:05:00,235,69.0,4,100
2016-03-02 15:10:00,259,68.4,4,100
2016-03-02 15:15:00,243,67.3,4,100
2016-03-02 15:20:00,254,67.2,4,100
2016-03-02 15:25:00,237,67.7,4,100
2016-03-02 15:30:00,210,67.4,4,100
2016-03-02 15:35:00,254,67.7,4,100
2016-03-02 15:40:00,252,68.0,4,100
2016-03-02 15:45:00,247,67.5,4,100
2016-03-02 15:50:00,281,67.6,4,100
2016-03-02 15:55:00,275,67.6,4,100
2016-03-02 16:00:00,270,66.8,4,100
2016-03-02 16:05:00,289,65.8,4,100
2016-03-02 16:10:00,277,67.3,4,100
2016-03-02 16:15:00,306,67.2,4,100
2016-03-02 16:20:00,283,67.1,4,100
2016-03-02 16:25:00,311,66.5,4,100
2016-03-02 16:30:00,289,66.8,4,100
2016-03-02 16:35:00,284,67.0,4,100
2016-03-02 16:40:00,302,66.8,4,100
2016-03-02 16:45:00,279,65.7,4,100
2016-03-02 16:50:00,302,66.2,4,100
2016-03-02 16:55:00,338,66.4,4,100
2016-03-02 17:00:00,294,67.5,4,100
2016-03-02 17:05:00,295,67.3,4,100
2016-03-02 17:10:00,321,67.6,4,100
2016-03-02 17:15:00,304,68.3,4,100
2016-03-02 17:20:00,295,67.4,4,100
2016-03-02 17:25:00,287,66.9,4,100
2016-03-02 17:30:00,328,65.8,4,100
2016-03-02 17:35:00,350,65.7,4,100
2016-03-02 17:40:00,328,65.5,4,100
2016-03-02 17:45:00,316,65.1,4,100
2016-03-02 17:50:00,292,66.0,4,100
2016-03-02 17:55:00,329,66.4,4,100
2016-03-02 18:00:00,282,66.6,4,100
2016-03-02 18:05:00,282,66.3,4,100
2016-03-02 18:10:00,289,66.0,4,100
2016-03-02 18:15:00,311,66.0,4,100
2016-03-02 18:20:00,249,66.4,4,100
2016-03-02 18:25:00,296,65.3,4,100
2016-03-02 18:30:00,258,65.3,4,100
2016-03-02 18:35:00,273,65.9,4,100
2016-03-02 18:40:00,298,65.3,4,100
2016-03-02 18:45:00,262,65.3,4,100
2016-03-02 18:50:00,225,66.0,4,100
2016-03-02 18:55:00,223,66.4,4,100
2016-03-02 19:00:00,194,67.0,4,100
2016-03-02 19:05:00,213,67.7,4,100
2016-03-02 19:10:00,201,68.8,4,100
2016-03-02 19:15:00,210,69.5,4,100
2016-03-02 19:20:00,176,69.6,4,100
2016-03-02 19:25:00,166,70.5,4,100
2016-03-02 19:30:00,127,70.0,4,100
2016-03-02 19:35:00,149,69.9,4,100
2016-03-02 19:40:00,127,69.4,4,100
2016-03-02 19:45:00,135,69.6,4,100
2016-03-02 19:50:00,115,70.1,4,100
2016-03-02 19:55:00,105,69.6,4,100
2016-03-02 20:00:00,112,69.3,4,100
2016-03-02 20:05:00,114,69.3,4,100
2016-03-02 20:10:00,106,69.4,4,100
2016-03-02 20:15:00,105,69.7,4,100
2016-03-02 20:20:00,90,69.5,4,100
2016-03-02 20:25:00,120,70.5,4,100
2016-03-02 20:30:00,123,69.8,4,100
2016-03-02 20:35:00,88,69.6,4,100
2016-03-02 20:40:00,93,70.6,4,100
2016-03-02 20:45:00,75,69.5,4,100
2016-03-02 20:50:00,103,69.7,4,100
2016-03-02 20:55:00,86,69.7,4,100
2016-03-02 21:00:00,89,69.8,4,100
2016-03-02 21:05:00,97,69.6,4,100
2016-03-02 21:10:00,111,69.2,4,100
2016-03-02 21:15:00,100,69.7,4,100
2016-03-02 21:20:00,87,69.4,4,100
2016-03-02 21:25:00,95,70.0,4,100
2016-03-02 21:30:00,99,69.1,4,100
2016-03-02 21:35:00,91,70.0,4,100
2016-03-02 21:40:00,68,69.0,4,100
2016-03-02 21:45:00,78,69.3,4,100
2016-03-02 21:50:00,66,69.3,4,100
2016-03-02 21:55:00,93,70.4,4,100
2016-03-02 22:00:00,72,71.8,4,100
2016-03-02 22:05:00,46,69.6,4,100
2016-03-02 22:10:00,44,70.8,4,100
2016-03-02 22:15:00,46,68.7,4,100
2016-03-02 22:20:00,44,69.6,4,100
2016-03-02 22:25:00,48,68.8,4,100
2016-03-02 22:30:00,37,69.3,4,100
2016-03-02 22:35:00,36,70.7,4,100
2016-03-02 22:40:00,32,67.6,4,100
2016-03-02 22:45:00,33,69.2,4,100
2016-03-02 22:50:00,22,67.1,4,100
2016-03-02 22:55:00,50,69.5,4,100
2016-03-02 23:00:00,35,68.8,4,100
2016-03-02 23:05:00,28,68.2,4,100
2016-03-02 23:10:00,27,69.6,4,100
2016-03-02 23:15:00,31,68.8,4,100
2016-03-02 23:20:00,28,70.0,4,100
2016-03-02 23:25:00,21,69.7,4,100
2016-03-02 23:30:00,26,68.4,4,100
2016-03-02 23:35:00,15,68.7,4,100
2016-03-02 23:40:00,18,69.6,4,100
2016-03-02 23:45:00,16,69.3,4,100
2016-03-02 23:50:00,26,69.7,4,100
2016-03-02 23:55:00,18,68.7,4,100
2016-03-03 00:00:00,14,67.9,4,100
2016-03-03 00:05:00,18,70.5,4,100
2016-03-03 00:10:00,15,69.1,4,100
2016-03-03 00:15:00,16,69.4,4,100
2016-03-03 00:20:00,8,67.2,4,100
2016-03-03 00:25:00,14,69.5,4,100
2016-03-03 00:30:00,18,72.7,4,100
2016-03-03 00:35:00,14,69.8,4,100
2016-03-03 00:40:00,7,71.7,4,100
2016-03-03 00:45:00,7,69.1,4,100
2016-03-03 00:50:00,11,71.5,4,100
2016-03-03 00:55:00,6,69.6,4,100
2016-03-03 01:00:00,5,68.1,4,100
2016-03-03 01:05:00,11,66.8,4,100
2016-03-03 01:10:00,8,68.2,4,100
2016-03-03 01:15:00,4,69.3,4,100
2016-03-03 01:20:00,4,69.8,4,100
2016-03-03 01:25:00,8,69.8,4,100
2016-03-03 01:30:00,8,68.3,4,100
2016-03-03 01:35:00,7,68.7,4,100
2016-03-03 01:40:00,6,68.1,4,100
2016-03-03 01:45:00,4,66.2,4,100
2016-03-03 01:50:00,7,67.2,4,100
2016-03-03 01:55:00,9,73.3,4,100
2016-03-03 02:00:00,3,68.3,4,100
2016-03-03 02:05:00,10,67.9,4,100
2016-03-03 02:10:00,11,72.6,4,100
2016-03-03 02:15:00,4,65.4,4,100
2016-03-03 02:20:00,7,66.8,4,100
